Datetime,Close,Volume,dist_from_ma,Returns,Sentiment
2024-04-04 09:00:00+00:00,66290.796875,0,0.0052578526739981,0.0010240024764816,0.0
2024-04-04 10:00:00+00:00,66270.6015625,0,0.0049750109727993,-0.0003046473032761,0.09934283060224654
2024-04-04 11:00:00+00:00,66323.7265625,0,0.0056091957486752,0.0008016375096564,0.06672282883789726
2024-04-04 12:00:00+00:00,66670.078125,272666624,0.0095631058835822,0.005222136638743,0.1929243950161409
2024-04-04 13:00:00+00:00,67308.4453125,1126701056,0.0166615327043938,0.0095750178408839,0.4878841465469389
2024-04-04 14:00:00+00:00,67723.359375,0,0.0195157528631969,0.006164368536127,0.4166592642749247
2024-04-04 15:00:00+00:00,67644.953125,0,0.0152090106334286,-0.0011577430700956,0.34899890967134234
2024-04-04 16:00:00+00:00,67898.2109375,0,0.0157874181609628,0.0037439276812272,0.6473915272892534
2024-04-04 17:00:00+00:00,68815.84375,556374016,0.0253132035299605,0.0135148305062806,0.7685088967553725
2024-04-04 18:00:00+00:00,68634.4453125,1612537856,0.0189494691840301,-0.002635998159944,0.6361885747306134
2024-04-04 19:00:00+00:00,68457.765625,698744832,0.0130673476132696,-0.0025742130892958,0.7128911547112756
2024-04-04 20:00:00+00:00,67941.8515625,1285670912,0.0029521417071382,-0.0075362386982666,0.5845630584132193
2024-04-04 21:00:00+00:00,67738.1328125,49913856,-0.0021386079178728,-0.0029984279985746,0.46218895477850697
2024-04-04 22:00:00+00:00,67945.1796875,0,-0.0009651267799214,0.0030565778299957,0.4874719613527884
2024-04-04 23:00:00+00:00,68539.453125,513404928,0.0059520074074706,0.0087463664123523,0.0804423143535894
2024-04-05 00:00:00+00:00,68685.078125,97898496,0.0066684172536273,0.0021246886772559,-0.26856336786669666
2024-04-05 01:00:00+00:00,68208.515625,446054400,-0.0011412517992195,-0.0069383702109605,-0.36759270532155636
2024-04-05 02:00:00+00:00,67595.9140625,81485824,-0.0096739011609508,-0.0089813061739679,-0.5517792941223633
2024-04-05 03:00:00+00:00,67868.046875,330457088,-0.0043043605541214,0.0040258766565148,-0.46134086289719034
2024-04-05 04:00:00+00:00,67638.5,0,-0.00621998651043,-0.0033822525557981,-0.619878634856573
2024-04-05 05:00:00+00:00,66927.671875,1118748672,-0.0144482306172701,-0.0105092236669943,-0.8713454433808026
2024-04-05 06:00:00+00:00,67143.4453125,421580800,-0.0101070117599967,0.0032239794311537,-0.5346484174274515
2024-04-05 07:00:00+00:00,66895.921875,0,-0.0125301296021352,-0.0036864869883869,-0.553071256653386
2024-04-05 08:00:00+00:00,67110.296875,434896896,-0.0081433201437066,0.0032046049144904,-0.5119120528831319
2024-04-05 09:00:00+00:00,66825.3828125,787316736,-0.0098458399600505,-0.0042454597247674,-0.7712660874816666
2024-04-05 10:00:00+00:00,67030.34375,376672256,-0.0043678092814527,0.0030671120594263,-0.8415793280126197
2024-04-05 11:00:00+00:00,66405.984375,280829952,-0.010993755936461,-0.0093145781458117,-0.7773158436700155
2024-04-05 12:00:00+00:00,66891.375,1357848576,-0.0027182320864134,0.0073094410024698,-0.9686487669709752
2024-04-05 13:00:00+00:00,67558.5234375,0,0.0076932844837457,0.0099736092657685,-0.845076724953292
2024-04-05 14:00:00+00:00,68233.859375,531308544,0.0168634940324715,0.0099963099123201,-0.9229506266893883
2024-04-05 15:00:00+00:00,68102.609375,137617408,0.0131335632484726,-0.0019235318242615,-0.9351418453135742
2024-04-05 16:00:00+00:00,67923.015625,0,0.0092913143338692,-0.0026371052687729,-1.0
2024-04-05 17:00:00+00:00,67458.890625,0,0.0015568853551771,-0.0068331035618679,-0.5878341348172986
2024-04-05 18:00:00+00:00,67585.5546875,0,0.002729918979404,0.0018776481695217,-0.5611418730240204
2024-04-05 19:00:00+00:00,67535.9453125,0,0.0009386795042215,-0.0007340233461038,-0.7446269651639995
2024-04-05 20:00:00+00:00,67704.0,0,0.0024285501564472,0.0024883739573404,-0.5428866344851617
2024-04-05 21:00:00+00:00,67605.0546875,0,-0.0008103490978833,-0.0014614396859861,-0.7599110327551081
2024-04-05 22:00:00+00:00,67618.7890625,0,-0.00168065474449,0.000203156037126,-0.6801427621164016
2024-04-05 23:00:00+00:00,67832.28125,0,0.0010667244687131,0.0031572909018331,-1.0
2024-04-06 00:00:00+00:00,67964.96875,0,0.0034231088649383,0.0019561114200328,-1.0
2024-04-06 01:00:00+00:00,67708.6015625,0,0.0002199821256011,-0.0037720489277793,-1.0
2024-04-06 02:00:00+00:00,67593.03125,0,-0.0010002920015285,-0.0017068778535223,-0.9446555961403078
2024-04-06 03:00:00+00:00,67824.609375,0,0.0018808107872403,0.0034260650945432,-0.8631491600952983
2024-04-06 04:00:00+00:00,67769.640625,0,0.0007966903350943,-0.0008104543543491,-0.8431213585681814
2024-04-06 05:00:00+00:00,68023.8046875,0,0.0038268805379367,0.0037504118386344,-0.86118602975763
2024-04-06 06:00:00+00:00,68132.59375,0,0.0047967707034656,0.0015992792964136,-1.0
2024-04-06 07:00:00+00:00,68039.6171875,0,0.0027829215704643,-0.0013646414642771,-1.0
